subcounty_pk,subcounty_code,subcounty_name,district_code,district_name,constituency_code, constituency_name
SC69-11,11,SEMUTO TOWN COUNCIL,69,NAKASEKE,109,NAKASEKE SOUTH COUNTY
SC69-7,7,WAKYATO,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY
SC44-1,1,KAKOOGE,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-3,3,KAKOOGE TOWN COUNCIL,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-7,7,KALONGO,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-2,2,KALUNGI,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-8,8,KATUUGO TOWN COUNCIL,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-9,9,KAZWAMA TOWN COUNCIL,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-3,3,LWAMPANGA,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-5,5,LWAMPANGA TOWN COUNCIL,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-4,4,MAYIRIKITI TOWN COUNCIL,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-1,1,MIGYERA TOWN COUNCIL,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-4,4,NABISWERA,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-6,6,NAKASONGOLA TOWN COUNCIL,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC44-9,9,NAKITOMA,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-8,8,RWABYATA,44,NAKASONGOLA,218,BUDYEBO COUNTY
SC44-5,5,WABINYONYI,44,NAKASONGOLA,106,NAKASONGOLA COUNTY
SC95-1,1,BANDA,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY
SC95-4,4,BANDA TOWN COUNCIL,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY
SC95-6,6,BUHEMBA,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY
SC95-1,1,BUKANA,95,NAMAYINGO,235,BUKOOLI ISLAND COUNTY
SC95-2,2,BUSWALE,95,NAMAYINGO,33,BUKOOLI SOUTH COUNTY
SC95-3,3,BUYINJA,95,NAMAYINGO,33,BUKOOLI SOUTH COUNTY
SC95-2,2,LOLWE,95,NAMAYINGO,235,BUKOOLI ISLAND COUNTY
SC95-5,5,MUTUMBA,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY
SC95-8,8,MUTUMBA TOWN COUNCIL,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY
SC95-7,7,NAMAYINGO TOWN COUNCIL,95,NAMAYINGO,33,BUKOOLI SOUTH COUNTY
SC95-4,4,SIGULU ISLANDS,95,NAMAYINGO,235,BUKOOLI ISLAND COUNTY
SC120-5,5,BUBUTU,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-7,7,BUBUTU TOWN COUNCIL,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-14,14,BUKHABUSI,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-15,15,BUKHAWEKA,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-13,13,BUKIABI,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-10,10,BUKOKHO,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-27,27,BUKWHAWEKA TOWN COUNCIL,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-3,3,BUMBO,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-18,18,BUMBO TOWN COUNCIL,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-19,19,BUMITYERO,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-24,24,BUMUMALI,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-2,2,BUMWONI,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-25,25,BUNGATI,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-4,4,BUPOTO,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-1,1,BUWABWALA,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-21,21,BUWAMBWA,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-23,23,BUWATUWA,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-28,28,LUWA TOWN COUNCIL,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-9,9,LWAKHAKHA TOWN COUNCIL,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-6,6,MAGALE,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-17,17,MAGALE TOWN COUNCIL,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-26,26,MUKHUYU,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-11,11,MUKOTO,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-22,22,NABITSIKHI,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-7,7,NAMABYA,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-12,12,NAMBOKO,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-16,16,NAMISINDWA TOWN COUNCIL,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC120-20,20,NAMITSA,120,NAMISINDWA,329,BUBULO EAST COUNTY
SC120-8,8,TSEKULULU,120,NAMISINDWA,127,NAMISINDWA COUNTY
SC75-13,13,BUGOBI,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-11,11,BUGOBI TOWN COUNCIL,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-1,1,BULANGE,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-2,2,IVUKULA,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-6,6,IVUKULA TOWN COUNCIL,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-8,8,KAGULU,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY
SC75-3,3,KIBAALE,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-5,5,KIBALE TOWN COUNCIL,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-3,3,KIWANYI,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY
SC75-9,9,KIZUBA,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-4,4,MAGADA,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY
SC75-12,12,MAZUBA,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY
SC75-1,1,NABWEYO,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-5,5,NAMUTUMBA,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-7,7,NAMUTUMBA TOWN COUNCIL,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-4,4,NANGONDE,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-7,7,NANGONDE TOWN COUNCIL,75,NAMUTUMBA,245,BUKONO COUNTY
SC75-10,10,NAWAIKONA,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-6,6,NSINZE,75,NAMUTUMBA,37,BUSIKI COUNTY
SC75-2,2,NSINZE TOWN COUNCIL,75,NAMUTUMBA,37,BUSIKI COUNTY
SC107-9,9,APEITOLIM,107,NAPAK,145,BOKORA COUNTY
SC107-1,1,IRIIRI,107,NAPAK,321,BOKORA EAST COUNTY
SC107-12,12,KANGOLE TOWN COUNCIL,107,NAPAK,321,BOKORA EAST COUNTY
SC107-13,13,LOKITEDED TOWN COUNCIL,107,NAPAK,145,BOKORA COUNTY
SC107-2,2,LOKOPO,107,NAPAK,145,BOKORA COUNTY
SC107-3,3,LOPEI,107,NAPAK,145,BOKORA COUNTY
SC107-7,7,LORENGECORA,107,NAPAK,321,BOKORA EAST COUNTY
SC107-4,4,LOTOME,107,NAPAK,321,BOKORA EAST COUNTY
SC107-5,5,MATANY,107,NAPAK,145,BOKORA COUNTY
SC107-14,14,MATANY TOWN COUNCIL,107,NAPAK,145,BOKORA COUNTY
SC107-10,10,NABWAL,107,NAPAK,321,BOKORA EAST COUNTY
SC107-8,8,NAPAK TOWN COUNCIL,107,NAPAK,321,BOKORA EAST COUNTY
SC107-6,6,NGOLERIET,107,NAPAK,321,BOKORA EAST COUNTY
SC107-11,11,PORON,107,NAPAK,145,BOKORA COUNTY
SC33-1,1,ABINDU DIVISION,33,NEBBI,292,NEBBI MUNICIPALITY
SC33-13,13,ACANA,33,NEBBI,183,PADYERE COUNTY
SC33-1,1,AKWORO,33,NEBBI,183,PADYERE COUNTY
SC33-12,12,ALALA,33,NEBBI,183,PADYERE COUNTY
SC33-8,8,ATEGO,33,NEBBI,183,PADYERE COUNTY
SC33-2,2,CENTRAL DIVISION,33,NEBBI,292,NEBBI MUNICIPALITY
SC33-2,2,ERUSSI,33,NEBBI,183,PADYERE COUNTY
SC33-11,11,JUPANGIRA,33,NEBBI,183,PADYERE COUNTY
SC33-3,3,KUCWINY,33,NEBBI,183,PADYERE COUNTY
SC33-9,9,NDHEW,33,NEBBI,183,PADYERE COUNTY
SC33-4,4,NEBBI,33,NEBBI,183,PADYERE COUNTY
SC33-15,15,NYARAVUR TOWN COUNCIL,33,NEBBI,183,PADYERE COUNTY
SC33-14,14,PADWOT,33,NEBBI,183,PADYERE COUNTY
SC33-7,7,PAROMBO,33,NEBBI,183,PADYERE COUNTY
SC33-10,10,PAROMBO TOWN COUNCIL,33,NEBBI,183,PADYERE COUNTY
SC33-3,3,THATHA DIVISION,33,NEBBI,292,NEBBI MUNICIPALITY
SC108-8,8,AGIRIGIROI,108,NGORA,318,KAPIR COUNTY
SC108-9,9,ATOOT,108,NGORA,98,NGORA COUNTY
SC108-1,1,KAPIR,108,NGORA,318,KAPIR COUNTY
SC108-2,2,KOBWIN,108,NGORA,98,NGORA COUNTY
SC108-10,10,MORUKAKISE,108,NGORA,318,KAPIR COUNTY
SC108-3,3,MUKURA,108,NGORA,318,KAPIR COUNTY
SC108-6,6,MUKURA TOWN COUNCIL,108,NGORA,318,KAPIR COUNTY
SC108-4,4,NGORA,108,NGORA,98,NGORA COUNTY
SC108-5,5,NGORA TOWN COUNCIL,108,NGORA,98,NGORA COUNTY
SC108-11,11,ODWARAT,108,NGORA,98,NGORA COUNTY
SC108-7,7,OPOT TOWN COUNCIL,108,NGORA,98,NGORA COUNTY
SC96-4,4,BUTUNGAMA,96,NTOROKO,15,NTOROKO COUNTY
SC96-5,5,BWERAMULE,96,NTOROKO,15,NTOROKO COUNTY
SC96-1,1,KANARA,96,NTOROKO,15,NTOROKO COUNTY
SC96-8,8,KANARA TOWN COUNCIL,96,NTOROKO,15,NTOROKO COUNTY
SC96-2,2,KARUGUTU,96,NTOROKO,15,NTOROKO COUNTY
SC96-9,9,KARUGUTU TOWN COUNCIL,96,NTOROKO,15,NTOROKO COUNTY
SC96-6,6,KIBUUKU TOWN COUNCIL,96,NTOROKO,15,NTOROKO COUNTY
SC96-7,7,NOMBE,96,NTOROKO,15,NTOROKO COUNTY
SC96-3,3,RWEBISENGO,96,NTOROKO,15,NTOROKO COUNTY
SC96-10,10,RWEBISENGO TOWN COUNCIL,96,NTOROKO,15,NTOROKO COUNTY
SC34-1,1,BWONGYERA,34,NTUNGAMO,184,KAJARA COUNTY
SC34-2,2,CENTRAL DIVISION,34,NTUNGAMO,232,NTUNGAMO MUNICIPALITY
SC34-1,1,EASTERN DIVISION,34,NTUNGAMO,232,NTUNGAMO MUNICIPALITY
SC34-2,2,IHUNGA,34,NTUNGAMO,184,KAJARA COUNTY
SC34-7,7,ITOJO,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-10,10,KAFUNJO-MIRAMA TOWN COUNCIL,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-6,6,KAGARAMA TOWN COUNCIL,34,NTUNGAMO,184,KAJARA COUNTY
SC34-15,15,KAKUKURU-RWENANURA TOWN COUNCIL,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-1,1,KAYONZA,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-3,3,KIBATSI,34,NTUNGAMO,184,KAJARA COUNTY
SC34-2,2,KITWE TOWN COUNCIL,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-2,2,NGOMA,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-1,1,NTUNGAMO,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-4,4,NYABIHOKO,34,NTUNGAMO,184,KAJARA COUNTY
SC34-9,9,NYABUSHENYI,34,NTUNGAMO,184,KAJARA COUNTY
SC34-3,3,NYAKYERA,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-14,14,NYAKYERA TOWN COUNCIL,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-12,12,NYAMUKANA TOWN COUNCIL,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-7,7,NYAMUNUKA TOWN COUNCIL,34,NTUNGAMO,184,KAJARA COUNTY
SC34-13,13,NYARUTUNTU,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-3,3,RUBAARE,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-5,5,RUBAARE TOWN COUNCIL,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-4,4,RUGARAMA,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-7,7,RUGARAMA NORTH,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-4,4,RUHAAMA,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-9,9,RUHAAMA EAST,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-8,8,RUKONI EAST,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-5,5,RUKONI WEST,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-8,8,RWAMABONDO TOWN COUNCIL,34,NTUNGAMO,184,KAJARA COUNTY
SC34-5,5,RWASHAMEIRE TOWN COUNCIL,34,NTUNGAMO,184,KAJARA COUNTY
SC34-6,6,RWEIKINIRO,34,NTUNGAMO,185,RUHAAMA COUNTY
SC34-6,6,RWENTOBO-RWAHI TOWN COUNCIL,34,NTUNGAMO,186,RUSHENYI COUNTY
SC34-11,11,RWOHO TOWN COUNCIL,34,NTUNGAMO,324,RUHAAMA EAST COUNTY
SC34-3,3,WESTERN DIVISION,34,NTUNGAMO,232,NTUNGAMO MUNICIPALITY
SC110-1,1,ALERO,110,NWOYA,347,NWOYA EAST COUNTY
SC110-2,2,ANAKA (PAYIRA),110,NWOYA,25,NWOYA COUNTY
SC110-6,6,GOT APWOYO,110,NWOYA,25,NWOYA COUNTY
SC110-11,11,KOCH GOMA TOWN COUNCIL,110,NWOYA,347,NWOYA EAST COUNTY
SC110-3,3,KOCH-GOMA,110,NWOYA,347,NWOYA EAST COUNTY
SC110-7,7,LII,110,NWOYA,347,NWOYA EAST COUNTY
SC110-8,8,LUNGULU,110,NWOYA,25,NWOYA COUNTY
SC110-5,5,NWOYA TOWN COUNCIL,110,NWOYA,25,NWOYA COUNTY
SC110-9,9,PAMINYAI,110,NWOYA,347,NWOYA EAST COUNTY
SC110-4,4,PURONGO,110,NWOYA,25,NWOYA COUNTY
SC110-10,10,PURONGO TOWN COUNCIL,110,NWOYA,25,NWOYA COUNTY
SC134-1,1,ALIBA,134,OBONGI,152,OBONGI COUNTY
SC134-6,6,EWAFA,134,OBONGI,152,OBONGI COUNTY
SC134-2,2,GIMARA,134,OBONGI,152,OBONGI COUNTY
SC134-3,3,ITULA,134,OBONGI,152,OBONGI COUNTY
SC134-4,4,OBONGI TOWN COUNCIL,134,OBONGI,152,OBONGI COUNTY
SC134-5,5,PALORINYA,134,OBONGI,152,OBONGI COUNTY
SC115-5,5,ABUGA,115,OMORO,280,TOCHI COUNTY
SC115-1,1,ACET TOWN COUNCIL,115,OMORO,26,OMORO COUNTY
SC115-2,2,AKIDI,115,OMORO,26,OMORO COUNTY
SC115-7,7,AREMO,115,OMORO,280,TOCHI COUNTY
SC115-1,1,BOBI,115,OMORO,280,TOCHI COUNTY
SC115-2,2,KORO,115,OMORO,280,TOCHI COUNTY
SC115-4,4,LABORA,115,OMORO,280,TOCHI COUNTY
SC115-3,3,LAKWANA,115,OMORO,26,OMORO COUNTY
SC115-6,6,LAKWAYA,115,OMORO,26,OMORO COUNTY
SC115-4,4,LALOGI,115,OMORO,26,OMORO COUNTY
SC115-5,5,ODEK,115,OMORO,26,OMORO COUNTY
SC115-7,7,OMORO TOWN COUNCIL,115,OMORO,26,OMORO COUNTY
SC115-6,6,ONGAKO,115,OMORO,280,TOCHI COUNTY
SC115-8,8,ORAPWOYO,115,OMORO,26,OMORO COUNTY
SC115-3,3,PALENGA TOWN COUNCIL,115,OMORO,280,TOCHI COUNTY
SC86-1,1,ADWARI,86,OTUKE,104,OTUKE COUNTY
SC86-7,7,ADWARI TOWN COUNCIL,86,OTUKE,104,OTUKE COUNTY
SC86-10,10,ALANGO,86,OTUKE,104,OTUKE COUNTY
SC86-9,9,BARJOBI,86,OTUKE,104,OTUKE COUNTY
SC86-11,11,BARJOBI TOWN COUNCIL,86,OTUKE,104,OTUKE COUNTY
SC86-5,5,OGOR,86,OTUKE,323,OTUKE EAST COUNTY
SC86-8,8,OGWETTE,86,OTUKE,323,OTUKE EAST COUNTY
SC86-2,2,OKWANG,86,OTUKE,104,OTUKE COUNTY
SC86-14,14,OKWANG TOWN COUNCIL,86,OTUKE,104,OTUKE COUNTY
SC86-12,12,OKWONGO TOWN COUNCIL,86,OTUKE,104,OTUKE COUNTY
SC86-3,3,OLILIM,86,OTUKE,323,OTUKE EAST COUNTY
SC86-13,13,OLILIM TOWN COUNCIL,86,OTUKE,323,OTUKE EAST COUNTY
SC86-4,4,ORUM,86,OTUKE,323,OTUKE EAST COUNTY
SC86-6,6,OTUKE TOWN COUNCIL,86,OTUKE,323,OTUKE EAST COUNTY
SC76-1,1,ABER,76,OYAM,5,OYAM COUNTY SOUTH
SC76-7,7,ABOK,76,OYAM,4,OYAM COUNTY NORTH
SC76-1,1,ACHABA,76,OYAM,4,OYAM COUNTY NORTH
SC76-6,6,ALEKA,76,OYAM,4,OYAM COUNTY NORTH
SC76-2,2,ICHEME,76,OYAM,4,OYAM COUNTY NORTH
SC76-8,8,ICHEME TOWN COUNCIL,76,OYAM,4,OYAM COUNTY NORTH
SC76-4,4,KAMDINI,76,OYAM,5,OYAM COUNTY SOUTH
SC76-6,6,KAMDINI TOWN COUNCIL,76,OYAM,5,OYAM COUNTY SOUTH
SC76-2,2,LORO,76,OYAM,5,OYAM COUNTY SOUTH
SC76-7,7,LORO TOWN COUNCIL,76,OYAM,5,OYAM COUNTY SOUTH
SC76-3,3,MINAKULU,76,OYAM,5,OYAM COUNTY SOUTH
SC76-8,8,MINAKULU TOWN COUNCIL,76,OYAM,5,OYAM COUNTY SOUTH
SC76-5,5,MYENE,76,OYAM,5,OYAM COUNTY SOUTH
SC76-3,3,NGAI,76,OYAM,4,OYAM COUNTY NORTH
SC76-4,4,OTWAL,76,OYAM,4,OYAM COUNTY NORTH
SC76-5,5,OYAM TOWN COUNCIL,76,OYAM,4,OYAM COUNTY NORTH
SC50-14,14,ACHOLI_BUR TOWN COUNCIL,50,PADER,243,ARUU NORTH COUNTY
SC50-1,1,ACHOLI-BUR,50,PADER,243,ARUU NORTH COUNTY
SC50-7,7,AJAN,50,PADER,243,ARUU NORTH COUNTY
SC50-10,10,ANGAGURA,50,PADER,243,ARUU NORTH COUNTY
SC50-2,2,ATANGA,50,PADER,243,ARUU NORTH COUNTY
SC50-12,12,ATANGA TOWN COUNCIL,50,PADER,243,ARUU NORTH COUNTY
SC50-3,3,AWERE,50,PADER,90,ARUU COUNTY
SC50-8,8,BONGTIKO,50,PADER,243,ARUU NORTH COUNTY
SC50-6,6,LAGUTI,50,PADER,243,ARUU NORTH COUNTY
SC50-9,9,LAPUL,50,PADER,243,ARUU NORTH COUNTY
SC50-11,11,LATANYA,50,PADER,243,ARUU NORTH COUNTY
SC50-5,5,LUNYIRI,50,PADER,90,ARUU COUNTY
SC50-12,12,OGOM,50,PADER,90,ARUU COUNTY
SC50-4,4,PADER,50,PADER,90,ARUU COUNTY
SC50-8,8,PADER TOWN COUNCIL,50,PADER,90,ARUU COUNTY
SC50-4,4,PAIULA,50,PADER,243,ARUU NORTH COUNTY
SC50-5,5,PAJULE,50,PADER,243,ARUU NORTH COUNTY
SC50-13,13,PAJULE TOWN COUNCIL,50,PADER,243,ARUU NORTH COUNTY
SC50-3,3,POROGALI,50,PADER,243,ARUU NORTH COUNTY
SC50-2,2,PUKOR,50,PADER,90,ARUU COUNTY
SC50-7,7,PURANGA,50,PADER,90,ARUU COUNTY
SC50-14,14,PURANGA TOWN COUNCIL,50,PADER,90,ARUU COUNTY
SC50-1,1,TE-NAM,50,PADER,90,ARUU COUNTY
SC121-6,6,ALWI,121,PAKWACH,181,JONAM COUNTY
SC121-8,8,DEI,121,PAKWACH,181,JONAM COUNTY
SC121-1,1,PAKWACH,121,PAKWACH,181,JONAM COUNTY
SC121-2,2,PAKWACH TOWN COUNCIL,121,PAKWACH,181,JONAM COUNTY
SC121-3,3,PANYANGO,121,PAKWACH,181,JONAM COUNTY
SC121-4,4,PANYIMUR,121,PAKWACH,181,JONAM COUNTY
SC121-7,7,PANYIMUR TOWN COUNCIL,121,PAKWACH,181,JONAM COUNTY
SC121-10,10,POKWERO,121,PAKWACH,181,JONAM COUNTY
SC121-9,9,RAGEM,121,PAKWACH,181,JONAM COUNTY
SC121-5,5,WADELAI,121,PAKWACH,181,JONAM COUNTY
SC35-1,1,AGULE,35,PALLISA,234,AGULE COUNTY
SC35-5,5,AGULE TOWN COUNCIL,35,PALLISA,234,AGULE COUNTY
SC35-10,10,AKISIM,35,PALLISA,234,AGULE COUNTY
SC35-2,2,APOPONG,35,PALLISA,337,GOGONYO COUNTY
SC35-2,2,BOLISO I,35,PALLISA,190,PALLISA COUNTY
SC35-11,11,CHELEKURA,35,PALLISA,234,AGULE COUNTY
SC35-3,3,GOGONYO,35,PALLISA,337,GOGONYO COUNTY
SC35-4,4,KAMEKE,35,PALLISA,234,AGULE COUNTY
SC35-9,9,KAMUGE,35,PALLISA,190,PALLISA COUNTY
SC35-1,1,KAMUGE TOWN COUNCIL,35,PALLISA,190,PALLISA COUNTY
SC35-5,5,KASODO,35,PALLISA,190,PALLISA COUNTY
SC35-6,6,KAUKURA,35,PALLISA,337,GOGONYO COUNTY
SC35-4,4,KIBALE,35,PALLISA,261,KIBALE COUNTY
SC35-1,1,KIBALE TOWN COUNCIL,35,PALLISA,261,KIBALE COUNTY
SC35-7,7,OBOLISO,35,PALLISA,234,AGULE COUNTY
SC35-8,8,OBUTET,35,PALLISA,337,GOGONYO COUNTY
SC35-12,12,OLOK,35,PALLISA,190,PALLISA COUNTY
SC35-7,7,OPWATETA,35,PALLISA,261,KIBALE COUNTY
SC35-6,6,PALLISA,35,PALLISA,190,PALLISA COUNTY
SC35-7,7,PALLISA TOWN COUNCIL,35,PALLISA,190,PALLISA COUNTY
SC35-8,8,PUTI-PUTI,35,PALLISA,190,PALLISA COUNTY
SC36-1,1,BYAKABANDA,36,RAKAI,193,KOOKI COUNTY
SC36-2,2,DDWANIRO,36,RAKAI,249,BUYAMBA COUNTY
SC36-2,2,DYANGO TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC36-3,3,KACHEERA,36,RAKAI,249,BUYAMBA COUNTY
SC36-4,4,KAGAMBA,36,RAKAI,249,BUYAMBA COUNTY
SC36-1,1,KASANKALA,36,RAKAI,249,BUYAMBA COUNTY
SC36-3,3,KIBAALE TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC36-10,10,KIBANDA,36,RAKAI,193,KOOKI COUNTY
SC36-11,11,KIFAMBA,36,RAKAI,193,KOOKI COUNTY
SC36-9,9,KIZIBA,36,RAKAI,193,KOOKI COUNTY
SC36-12,12,KIZIBA TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC36-5,5,KYALULANGIRA,36,RAKAI,193,KOOKI COUNTY
SC36-6,6,LWAMAGGWA,36,RAKAI,249,BUYAMBA COUNTY
SC36-5,5,LWAMAGGWA TOWN COUNCIL,36,RAKAI,249,BUYAMBA COUNTY
SC36-7,7,LWANDA,36,RAKAI,193,KOOKI COUNTY
SC36-7,7,LWENTULEGE TOWN COUNCIL,36,RAKAI,249,BUYAMBA COUNTY
SC36-4,4,MWERUKA TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC36-6,6,NTANTAMUKI TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC36-8,8,RAKAI TOWN COUNCIL,36,RAKAI,193,KOOKI COUNTY
SC116-5,5,BUBAARE TOWN COUNCIL,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-1,1,BUBARE,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-1,1,BUFUNDI,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-6,6,BUTARE-KATOJO TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-7,7,HABUHUTU-MUGYERA TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-6,6,HAMUHAMBO TOWN COUNCIL,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-2,2,HAMURWA,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-3,3,HAMURWA TOWN COUNCIL,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-2,2,IKUMBA,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-8,8,KACERERE TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-9,9,KASHASHA TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-3,3,MUKO,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-10,10,NSHANJARE TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-4,4,NYAMWEERU,116,RUBANDA,47,RUBANDA COUNTY EAST
SC116-5,5,RUBANDA TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-4,4,RUHIJA,116,RUBANDA,48,RUBANDA COUNTY WEST
SC116-11,11,RUHIJA TOWN COUNCIL,116,RUBANDA,48,RUBANDA COUNTY WEST
SC112-6,6,KATANDA,112,RUBIRIZI,222,KATERERA COUNTY
SC112-1,1,KATERERA,112,RUBIRIZI,222,KATERERA COUNTY
SC112-9,9,KATERERA TOWN COUNCIL,112,RUBIRIZI,222,KATERERA COUNTY
SC112-2,2,KATUNGURU,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC112-3,3,KICHWAMBA,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC112-10,10,KIRUGU,112,RUBIRIZI,222,KATERERA COUNTY
SC112-7,7,KYABAKARA,112,RUBIRIZI,222,KATERERA COUNTY
SC112-5,5,MAGAMBO,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC112-1,1,RUBIRIZI TOWN COUNCIL,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC112-8,8,RUTOTO,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC112-4,4,RYERU,112,RUBIRIZI,17,BUNYARUGURU COUNTY
SC122-1,1,BUKINDA,122,RUKIGA,49,RUKIGA COUNTY
SC122-2,2,KAMWEZI,122,RUKIGA,49,RUKIGA COUNTY
SC122-3,3,KASHAMBYA,122,RUKIGA,49,RUKIGA COUNTY
SC122-6,6,MPARO TOWN COUNCIL,122,RUKIGA,49,RUKIGA COUNTY
SC122-5,5,MUHANGA TOWN COUNCIL,122,RUKIGA,49,RUKIGA COUNTY
SC122-4,4,RWAMUCUCU,122,RUKIGA,49,RUKIGA COUNTY
